x,y,z
-2.907690741095455556e-01,1.578952177742915519e-01,8.235815875579231005e-01
-2.919044348637632180e-01,1.588174413273530372e-01,8.235703903485294131e-01
-2.931823241296521165e-01,1.597385808209376701e-01,8.235577911957872033e-01
-2.873935818418823507e-01,1.424613009522157081e-01,8.226394461919620538e-01
-2.862603801919325619e-01,1.435552100966172584e-01,8.226539082009344250e-01
-2.855585305529884099e-01,1.445992636809544929e-01,8.226628660180099750e-01
-2.853343790782187916e-01,1.455926942954259284e-01,8.226657257841988313e-01
-2.851968622507281559e-01,1.465766514966683753e-01,8.226674824570043842e-01
-2.851512322471442262e-01,1.475513960550027259e-01,8.226680659082838964e-01
-2.851083475249365784e-01,1.485256321112113365e-01,8.226686100828474180e-01
-2.850963806405910073e-01,1.494969661662774452e-01,8.226687657028957101e-01
-2.851412943706885805e-01,1.504635020474391349e-01,8.226681908008066646e-01
-2.852037858560586003e-01,1.514289091656403907e-01,8.226673942392700445e-01
-2.853677437191958211e-01,1.523868657032447227e-01,8.226653010505002861e-01
-2.857982898760663693e-01,1.533260057995515235e-01,8.226598057794978214e-01
-2.863092332403528451e-01,1.542619291076856025e-01,8.226532834905179170e-01
-2.869541125603037313e-01,1.551916516701178916e-01,8.226450547087639231e-01
-2.877791842845377479e-01,1.561133555451827415e-01,8.226345240884302967e-01
-2.886297718733194517e-01,1.570382613072591194e-01,8.226236682271519385e-01
-2.895382848124096187e-01,1.579646609107451805e-01,8.226120719316313279e-01
-2.906176494836524848e-01,1.588866590837436088e-01,8.225982962120277353e-01
-2.917904528427383570e-01,1.598098866025405296e-01,8.225833278183920516e-01
-2.936005552394895246e-01,1.607075288275676139e-01,8.225602253036049527e-01
-2.861855586674706409e-01,1.416089880595403083e-01,8.216825704819442633e-01
-2.849844874717898380e-01,1.427100944647984870e-01,8.217013872503394767e-01
-2.844836382235137462e-01,1.437319341430859931e-01,8.217092321858280313e-01
-2.843499969051700438e-01,1.447140212485986122e-01,8.217113259941043468e-01
-2.843437312158078600e-01,1.456829022000031837e-01,8.217114263541672736e-01
-2.843306324929745221e-01,1.466524127254681953e-01,8.217116294284181333e-01
-2.844083587598016383e-01,1.476135301718907722e-01,8.217104127175315353e-01
-2.844465505959051788e-01,1.485786001513200172e-01,8.217098155132063209e-01
-2.845693609571343097e-01,1.495366386453109153e-01,8.217078912019252224e-01
-2.846732544377078566e-01,1.504969421158032783e-01,8.217062628908792243e-01
-2.848381353656215809e-01,1.514529857168393501e-01,8.217036788051101937e-01
-2.850403130665589146e-01,1.524071182439523109e-01,8.217005123831734315e-01
-2.853107285479274391e-01,1.533573634306388267e-01,8.216962745865894480e-01
-2.857176200857632908e-01,1.542994614074426063e-01,8.216899014747894858e-01
-2.861975234454939288e-01,1.552389162907796272e-01,8.216823832670614447e-01
-2.867445009045306303e-01,1.561767935136752494e-01,8.216738115264750064e-01
-2.875274021976222394e-01,1.571031018475489982e-01,8.216615466594733297e-01
-2.883681879535892612e-01,1.580305110047059425e-01,8.216483760738788611e-01
-2.893601592059166783e-01,1.589542414376931556e-01,8.216328343888712471e-01
-2.905254553844912602e-01,1.598743955919938453e-01,8.216145769109997055e-01
-2.921458004434536737e-01,1.607781901339488395e-01,8.215891906472245765e-01
-2.845958355700364817e-01,1.408061134944157966e-01,8.207394236568340551e-01
-2.836738022719473284e-01,1.418758715818124183e-01,8.207565471898956577e-01
-2.833633454795868589e-01,1.428753371665673622e-01,8.207623138047719369e-01
-2.831976311914466415e-01,1.438580575714307197e-01,8.207653902743559104e-01
-2.832792801738206467e-01,1.448149915168481239e-01,8.207638747135040935e-01
-2.833754569567638604e-01,1.457709680626588233e-01,8.207620869414691267e-01
-2.835915268445384774e-01,1.467161859700875648e-01,8.207580746452735054e-01
-2.837343304171229263e-01,1.476693778614001640e-01,8.207554222898814089e-01
-2.839377219792167395e-01,1.486180211732583412e-01,8.207516466451921788e-01
-2.841571328658770157e-01,1.495664763579564460e-01,8.207475702920180582e-01
-2.843311105042373166e-01,1.505199569592671760e-01,8.207443405565107986e-01
-2.845279091536032090e-01,1.514726384858088859e-01,8.207406852199957692e-01
-2.847448142601238796e-01,1.524249195436435111e-01,8.207366564449255497e-01
-2.849830191173379212e-01,1.533768783638673194e-01,8.207322325485704173e-01
-2.852712514835115121e-01,1.543266597519116767e-01,8.207268797640772107e-01
-2.856171780001448002e-01,1.552741556743579276e-01,8.207204547376273363e-01
-2.860813567965307946e-01,1.562159444520669349e-01,8.207118343038252162e-01
-2.866174594373883666e-01,1.571559357772069343e-01,8.207018780899754118e-01
-2.873240791529541038e-01,1.580888769904570945e-01,8.206887548346821770e-01
-2.881522325506272186e-01,1.590190391371446021e-01,8.206733742213805360e-01
-2.892772397394865469e-01,1.599380254129367240e-01,8.206524823538071667e-01
-2.907578088783314141e-01,1.608454781899648078e-01,8.206249841921642307e-01
-2.834667351774246558e-01,1.399592693278985389e-01,8.197952467162135104e-01
-2.825241811581430396e-01,1.410309086868958839e-01,8.198154902701704216e-01
-2.821660631240849870e-01,1.420333284268575080e-01,8.198231816919330228e-01
-2.820675486331322701e-01,1.430061023066239723e-01,8.198252979882975078e-01
-2.821053677121379000e-01,1.439642208943562873e-01,8.198244857532448471e-01
-2.822474576751142217e-01,1.449120986590581306e-01,8.198214338780712707e-01
-2.824605329920722441e-01,1.458538669476704963e-01,8.198168577070034102e-01
-2.826803787103879806e-01,1.467962499091821083e-01,8.198121353943376155e-01
-2.830283261193752287e-01,1.477281797061162361e-01,8.198046618530326901e-01
-2.834531941888571160e-01,1.486553020159201988e-01,8.197955362116297051e-01
-2.838328762551076134e-01,1.495887796709733375e-01,8.197873816467617925e-01
-2.840207488061339824e-01,1.505403473357158073e-01,8.197833469244285576e-01
-2.842470667572995491e-01,1.514899499098258384e-01,8.197784862139969597e-01
-2.844743689804898334e-01,1.524407930056052574e-01,8.197736046881449745e-01
-2.847175086411201650e-01,1.533917851129966148e-01,8.197683823097828837e-01
-2.849605886432686197e-01,1.543441965559916862e-01,8.197631611084832404e-01
-2.852428596836536490e-01,1.552953246364789375e-01,8.197570978119146368e-01
-2.855494090622793246e-01,1.562465216348367103e-01,8.197505154927489102e-01
-2.859704295623601844e-01,1.571923449019389518e-01,8.197414718120640265e-01
-2.864929472296844359e-01,1.581345639506774314e-01,8.197302492648519401e-01
-2.871532599448959333e-01,1.590720090398984321e-01,8.197160670250427383e-01
-2.881511407322633889e-01,1.599951098988252052e-01,8.196946346379945236e-01
-2.894886476545344700e-01,1.609067443142133125e-01,8.196659091719027401e-01
-2.912808184338653850e-01,1.618043381104665168e-01,8.196274157600049737e-01
-2.830663407146515875e-01,1.380676637718873390e-01,8.188394917555159580e-01
-2.819811312468044062e-01,1.391606564948754676e-01,8.188659536065830968e-01
-2.813828824335342094e-01,1.401913735399442085e-01,8.188805419948940179e-01
-2.809775093682309599e-01,1.411969821284013160e-01,8.188904270274399710e-01
-2.808943712159846506e-01,1.421650956700044044e-01,8.188924544246128923e-01
-2.808981881817614878e-01,1.431234899292188056e-01,8.188923614366779846e-01
-2.810020511826122336e-01,1.440715725848870643e-01,8.188898279026444182e-01
-2.811850565803388213e-01,1.450123164186673530e-01,8.188853662783397436e-01
-2.815032060954257287e-01,1.459409344325261482e-01,8.188776073923125232e-01
-2.819587364563130305e-01,1.468584250042634376e-01,8.188665001352715134e-01
-2.824816301021694231e-01,1.477724007646041282e-01,8.188537488317179092e-01
-2.829793557364121415e-01,1.486916478107171424e-01,8.188416122645251205e-01
-2.833945991519558061e-01,1.496208749095397361e-01,8.188314855005188742e-01
-2.837199055785442070e-01,1.505599554012017616e-01,8.188235537721610946e-01
-2.839932655126484184e-01,1.515051025281148322e-01,8.188168879435108183e-01
-2.842410398257660953e-01,1.524538147578435310e-01,8.188108450906588232e-01
-2.844760512505573602e-01,1.534049148986535438e-01,8.188051145310643042e-01
-2.847131501027073130e-01,1.543572332093911537e-01,8.187993334816852098e-01
-2.849364123997092935e-01,1.553118612001138099e-01,8.187938887004675426e-01
-2.852028838545051515e-01,1.562649767229752906e-01,8.187873899527369215e-01
-2.854921975693817116e-01,1.572182114551263221e-01,8.187803363129791956e-01
-2.858736251573196219e-01,1.581676370779471763e-01,8.187710349175647551e-01
-2.863923142740942840e-01,1.591114971170621284e-01,8.187583875052614202e-01
-2.872013606645480999e-01,1.600427246967749961e-01,8.187386588851585101e-01
-2.885535782657253079e-01,1.609510249773459800e-01,8.187056839757592686e-01
-2.901477851657989770e-01,1.618555757532315620e-01,8.186668082663625112e-01
-2.821391098184627966e-01,1.372092823813157447e-01,8.179000700853102934e-01
-2.812684151530197019e-01,1.382770437131123908e-01,8.179238348526115532e-01
-2.804464667330657801e-01,1.393339868018823036e-01,8.179462689198189196e-01
-2.800782609639148601e-01,1.403339925537305244e-01,8.179563176259984081e-01
-2.798575760620110042e-01,1.413153085241513618e-01,8.179623410263443528e-01
-2.798087701580399544e-01,1.422766047845082649e-01,8.179636729035008047e-01
-2.798300873168677594e-01,1.432301673422055610e-01,8.179630908770862963e-01
-2.800195269716918567e-01,1.441664818058209785e-01,8.179579212187325643e-01
-2.803207699049150570e-01,1.450926783809857734e-01,8.179496989417974762e-01
-2.808108859542119418e-01,1.460021968314843543e-01,8.179363214410115823e-01
-2.814205869038259311e-01,1.469032719115214713e-01,8.179196805655120084e-01
-2.820025904584867460e-01,1.478104378411965736e-01,8.179037959836226168e-01
-2.825848324612230122e-01,1.487209695706563362e-01,8.178879039057038725e-01
-2.830487120978905091e-01,1.496450501809316047e-01,8.178752441032692833e-01
-2.834481333158555549e-01,1.505771606544452079e-01,8.178643427082586959e-01
-2.837549514983782606e-01,1.515190202126698860e-01,8.178559680946601018e-01
-2.840406016373025477e-01,1.524643033126788505e-01,8.178481721001898963e-01
-2.842784893071571561e-01,1.534147906432347663e-01,8.178416785563143998e-01
-2.845054948486551716e-01,1.543674405048089393e-01,8.178354829950950089e-01
-2.847006290077918611e-01,1.553235697875218757e-01,8.178301577166929848e-01
-2.849047669513908865e-01,1.562802653143601783e-01,8.178245850073704304e-01
-2.851612885732544012e-01,1.572348709533410438e-01,8.178175837778678403e-01
-2.854258004048951802e-01,1.581904917339282401e-01,8.178103644201050182e-01
-2.859040802857309993e-01,1.591355233768420585e-01,8.177973111690532981e-01
-2.864925534713139710e-01,1.600773866603570350e-01,8.177812491604847800e-01
-2.876232580761666213e-01,1.609950783977704414e-01,8.177503887508809077e-01
-2.890999567238677903e-01,1.619027397910552390e-01,8.177100839637483354e-01
-2.814285330666865814e-01,1.363285380730824836e-01,8.169591275884469095e-01
-2.804758846216413026e-01,1.374071064720349677e-01,8.169879004467907047e-01
-2.798001865229275409e-01,1.384466785321431526e-01,8.170083082938875974e-01
-2.792664363343356770e-01,1.394655789563851722e-01,8.170244295272833801e-01
-2.789863858532694585e-01,1.404522109160619148e-01,8.170328873406131898e-01
-2.788469716630331829e-01,1.414214345941739448e-01,8.170370974452539903e-01
-2.788496544981480252e-01,1.423743489513593086e-01,8.170370175289075609e-01
-2.789887407835613398e-01,1.433127942810254463e-01,8.170328171505197856e-01
-2.792639025524994989e-01,1.442379850278096565e-01,8.170245051070839093e-01
-2.797490053688493905e-01,1.451436999569135078e-01,8.170098535910543802e-01
-2.803804081289151262e-01,1.460379521677689918e-01,8.169907840020315115e-01
-2.810316632864947595e-01,1.469340185949998268e-01,8.169711142970025319e-01
-2.816764797884802607e-01,1.478344696889119514e-01,8.169516386214284998e-01
-2.823029045035717055e-01,1.487403056899505027e-01,8.169327188910427973e-01
-2.827827312303406448e-01,1.496623746434646018e-01,8.169182268360022370e-01
-2.831629976771305457e-01,1.505954816321330436e-01,8.169067412463041356e-01
-2.835116970431820760e-01,1.515333402285771736e-01,8.168962101923159524e-01
-2.838076949860536824e-01,1.524773008505301841e-01,8.168872697833747809e-01
-2.840722450412492828e-01,1.534253164509730705e-01,8.168792796974989612e-01
-2.842995940991356330e-01,1.543775248656468757e-01,8.168724125292162741e-01
-2.844976414878773729e-01,1.553330413381057151e-01,8.168664310075137713e-01
-2.846886839300771799e-01,1.562901876250701316e-01,8.168606616668085962e-01
-2.849380316659595458e-01,1.572447969893412956e-01,8.168531306352947441e-01
-2.852386499507168494e-01,1.581977988908486732e-01,8.168440511471305454e-01
-2.856721543133688423e-01,1.591450098285870918e-01,8.168309578140042770e-01
-2.862124623506173138e-01,1.600889760384755500e-01,8.168146383385088694e-01
-2.872076176808184278e-01,1.610129355768161186e-01,8.167845820484217478e-01
-2.887345856308899950e-01,1.619171473512845405e-01,8.167384627585556611e-01
-2.801809825239262031e-01,1.355211708078580268e-01,8.160397155465204388e-01
-2.794951333145984096e-01,1.365652839968400367e-01,8.160624260995060775e-01
-2.788479084189047219e-01,1.376006464789109596e-01,8.160838581768009581e-01
-2.783057976175625226e-01,1.386195394525723823e-01,8.161018099281844851e-01
-2.780196321730804554e-01,1.396050985286431678e-01,8.161112849093374866e-01
-2.778938053105025063e-01,1.405705559382634529e-01,8.161154525777787327e-01
-2.778813775752258519e-01,1.415225501487450965e-01,8.161158638681849098e-01
-2.780789693168916887e-01,1.424515667686658271e-01,8.161093200203766163e-01
-2.783454649324433872e-01,1.433744105825620063e-01,8.161004955211131895e-01
-2.787701532211211974e-01,1.442824500928120979e-01,8.160864330319221871e-01
-2.793980958511894097e-01,1.451725560555653938e-01,8.160656405332012975e-01
-2.800643944246493655e-01,1.460625577101903327e-01,8.160435762494605560e-01
-2.807873777865284026e-01,1.469510916004376777e-01,8.160196361618023975e-01
-2.814755217720610325e-01,1.478470332304435142e-01,8.159968491617070052e-01
-2.820807845147182968e-01,1.487543369958596595e-01,8.159768070093332826e-01
-2.825351860107494506e-01,1.496781233082013496e-01,8.159617595666602829e-01
-2.829121005553381640e-01,1.506109695265488990e-01,8.159492784299180457e-01
-2.832594210856358430e-01,1.515483885387378105e-01,8.159377780340132391e-01
-2.835622461147155882e-01,1.524912706891494163e-01,8.159277496476489144e-01
-2.838357155775799168e-01,1.534380923340516456e-01,8.159186945060926677e-01
-2.840828692070737072e-01,1.543883840868668922e-01,8.159105098332057882e-01
-2.842867494359431202e-01,1.553430549184279807e-01,8.159037595658112929e-01
-2.844825530338700448e-01,1.562994617352681526e-01,8.158972751906329313e-01
-2.847294384789733623e-01,1.572538103292184242e-01,8.158890999961964097e-01
-2.851028661308811496e-01,1.582020457217889198e-01,8.158767346452305835e-01
-2.855288656671468028e-01,1.591494708637194999e-01,8.158626276754684659e-01
-2.860834340639819007e-01,1.600924312452273734e-01,8.158442645097775392e-01
-2.870932980287175251e-01,1.610154464224772819e-01,8.158108241650987580e-01
-2.887009740545976033e-01,1.619156237075524696e-01,8.157575882316576710e-01
-2.780024994713217734e-01,1.348440694937901863e-01,8.151607483621600148e-01
-2.775735728904548116e-01,1.358507695923047431e-01,8.151762004045682852e-01
-2.770982227180986412e-01,1.368608336279588111e-01,8.151933248668896681e-01
-2.766871742912355714e-01,1.378601874540048011e-01,8.152081329322272696e-01
-2.765317238019530666e-01,1.388262669871049293e-01,8.152137332095917843e-01
-2.765779388055829568e-01,1.397676552961068519e-01,8.152120681618066911e-01
-2.768905978198680229e-01,1.406786675880151161e-01,8.152008045413096093e-01
-2.771776016425796518e-01,1.415943588445382484e-01,8.151904644192435878e-01
-2.774581396133590783e-01,1.425124454627232917e-01,8.151803584087071730e-01
-2.778692178384876699e-01,1.434182945022778877e-01,8.151655492902084577e-01
-2.784660202278383401e-01,1.443073350320058235e-01,8.151440494388957347e-01
-2.791425591828078367e-01,1.451918456087308296e-01,8.151196774312629012e-01
-2.798720173794642108e-01,1.460751156637864479e-01,8.150933978390262347e-01
-2.806153014138051405e-01,1.469613398740487464e-01,8.150666212166752800e-01
-2.813002728442860478e-01,1.478572442511515983e-01,8.150419446596169903e-01
-2.818725821124711817e-01,1.487671408186154731e-01,8.150213263041904410e-01
-2.822911990509949787e-01,1.496935720870690711e-01,8.150062470188802477e-01
-2.826658952045379425e-01,1.506260699907737144e-01,8.149927479709069278e-01
-2.829847519483153495e-01,1.515652361641126045e-01,8.149812606465905995e-01
-2.832643065763298384e-01,1.525092955062585243e-01,8.149711893903721638e-01
-2.835383190366952411e-01,1.534553925821977027e-01,8.149613186684278032e-01
-2.838012767741760478e-01,1.544038757065730461e-01,8.149518451740905833e-01
-2.840520177803150248e-01,1.553547076264815696e-01,8.149428118391652820e-01
-2.842730810768265837e-01,1.563089593628840812e-01,8.149348478964663078e-01
-2.845289174005318777e-01,1.572623226175504096e-01,8.149256316832039770e-01
-2.849347215804511890e-01,1.582082241157489189e-01,8.149110126912689767e-01
-2.853779506473511085e-01,1.591543640325265296e-01,8.148950449096483695e-01
-2.860294005777936355e-01,1.600918519625859626e-01,8.148715763903847664e-01
-2.869789983866785632e-01,1.610179572681384452e-01,8.148373664327047683e-01
-2.886754558978755214e-01,1.619137126336293586e-01,8.147762516148154832e-01
-2.756832084626192891e-01,1.341984655091958412e-01,8.142995828846940620e-01
-2.752373541747147878e-01,1.352020996937947639e-01,8.143169428214593886e-01
-2.749271688501294664e-01,1.361855539808469184e-01,8.143290215886900274e-01
-2.747891167070191099e-01,1.371453713009553321e-01,8.143343972329754044e-01
-2.748217677383880120e-01,1.380832801888184913e-01,8.143331249523502180e-01
-2.750697492144998368e-01,1.389953504631715187e-01,8.143234691372319700e-01
-2.755012441456691774e-01,1.398872184882359870e-01,8.143066679334344249e-01
-2.760754386342713085e-01,1.407651874551968940e-01,8.142843100655340338e-01
-2.765597829887381232e-01,1.416565562913613685e-01,8.142654500555808195e-01
-2.769524898706892113e-01,1.425607699284749397e-01,8.142501594565826339e-01
-2.775294251182696681e-01,1.434476907680230506e-01,8.142276944759978541e-01
-2.781960913069231878e-01,1.443286921212869056e-01,8.142017358501105750e-01
-2.789327368948038566e-01,1.452065456042485603e-01,8.141730524485143450e-01
-2.797035528538953653e-01,1.460853415856557258e-01,8.141430374795148861e-01
-2.804516382499391280e-01,1.469707927981810935e-01,8.141139087766021687e-01
-2.810961099965232357e-01,1.478701114038424858e-01,8.140888137428615723e-01
-2.816305035426792114e-01,1.487829546759324439e-01,8.140680060042793098e-01
-2.820280067683300640e-01,1.497106767574744590e-01,8.140525281903981947e-01
-2.823761460384993649e-01,1.506447932998137840e-01,8.140389720239198379e-01
-2.826607110497306730e-01,1.515860456357198127e-01,8.140278919012662318e-01
-2.829225155757473797e-01,1.525307122001843818e-01,8.140176972393409205e-01
-2.831893250333231693e-01,1.534765317419963249e-01,8.140073079904046605e-01
-2.834656975039342997e-01,1.544232248643832572e-01,8.139965472233834376e-01
-2.837325962943562097e-01,1.553721568862395652e-01,8.139861538857038337e-01
-2.840431093998631029e-01,1.563198036829429038e-01,8.139740635337004981e-01
-2.843249633884309957e-01,1.572710528353648551e-01,8.139630885413103867e-01
-2.847636081687270337e-01,1.582145831862883933e-01,8.139460085595601191e-01
-2.852674359425997341e-01,1.591569680104451545e-01,8.139263900877237168e-01
-2.861190455313558645e-01,1.600835296640591987e-01,8.138932299458626618e-01
-2.871299484085950149e-01,1.610069508979516395e-01,8.138538679857658664e-01
-2.886990478228461665e-01,1.619094378630118736e-01,8.137927694608991791e-01
-2.744650631705005117e-01,1.324725832174020179e-01,8.134054804116304105e-01
-2.739982073004106344e-01,1.334783631692128547e-01,8.134250198344294969e-01
-2.736369107640379550e-01,1.344671259949403175e-01,8.134401410603339100e-01
-2.733552602833755341e-01,1.354432302842336067e-01,8.134519285355793494e-01
-2.731463158981197181e-01,1.364082667360501655e-01,8.134606731804470137e-01
-2.733062335872659676e-01,1.373253288994031318e-01,8.134539807749653351e-01
-2.735673917201365546e-01,1.382308091352181800e-01,8.134430507587515624e-01
-2.740437491482108356e-01,1.391117993126111396e-01,8.134231140463945575e-01
-2.746018971778591555e-01,1.399859088788228401e-01,8.133997538168779018e-01
-2.752828503029307594e-01,1.408491443226533302e-01,8.133712540989770368e-01
-2.759758963199825943e-01,1.417149688432412513e-01,8.133422487398207501e-01
-2.765932279177654718e-01,1.425931240747170814e-01,8.133164120947755649e-01
-2.772328389539180371e-01,1.434725086519914039e-01,8.132896427206514067e-01
-2.779712183548121440e-01,1.443454000482755073e-01,8.132587408041079824e-01
-2.787485569745875025e-01,1.452186788747506507e-01,8.132262076648376636e-01
-2.795381373537697556e-01,1.460952769348817237e-01,8.131931617599864603e-01
-2.802425315539642803e-01,1.469845558831887611e-01,8.131636808056430521e-01
-2.808345158549347964e-01,1.478882517049508460e-01,8.131389058089920630e-01
-2.813410756527434109e-01,1.488029855618672737e-01,8.131177051173977821e-01
-2.816959980861056811e-01,1.497337046394544013e-01,8.131028501554135035e-01
-2.819890564083926687e-01,1.506716042140918144e-01,8.130905859079183839e-01
-2.822549206228570084e-01,1.516134097556071647e-01,8.130794588266674339e-01
-2.825173892599076031e-01,1.525570276508527168e-01,8.130684731787645170e-01
-2.828055031764266092e-01,1.535002674291329750e-01,8.130564153508557101e-01
-2.830811965439450906e-01,1.544460757950740226e-01,8.130448766074946931e-01
-2.833759228256980678e-01,1.553921635577874549e-01,8.130325422318568362e-01
-2.837056468916253071e-01,1.563376962522464164e-01,8.130187427232011821e-01
-2.841299692377771691e-01,1.572792261222796806e-01,8.130009832047037088e-01
-2.845852386625008501e-01,1.582213762531476386e-01,8.129819296609006596e-01
-2.853907840355241476e-01,1.591462857405143150e-01,8.129482161138282814e-01
-2.862502409138937276e-01,1.600729647407727607e-01,8.129122460141059436e-01
-2.873685922481584720e-01,1.609914704541163810e-01,8.128654408065749681e-01
-2.887292773269677926e-01,1.619048445800738700e-01,8.128084929137191494e-01
-2.734995690710522731e-01,1.316616284976201423e-01,8.125068039357717931e-01
-2.728770265557786123e-01,1.326881285140710243e-01,8.125346736774503587e-01
-2.724944480485508858e-01,1.336778152117925056e-01,8.125518008036499706e-01
-2.722083256287994857e-01,1.346522058675485023e-01,8.125646093186346119e-01
-2.720078791699233056e-01,1.356135691831307777e-01,8.125735831499546480e-01
-2.718856636588944942e-01,1.365636262426572212e-01,8.125790538884972714e-01
-2.721841743513545575e-01,1.374596293399529823e-01,8.125656901717323022e-01
-2.725661870632397621e-01,1.383470530936913856e-01,8.125485886311536454e-01
-2.731528154202335634e-01,1.392119611928658851e-01,8.125223272524098039e-01
-2.738676151623869459e-01,1.400651569793420204e-01,8.124903278180422017e-01
-2.746027543271375437e-01,1.409201893339352973e-01,8.124574171824487934e-01
-2.753663330557019062e-01,1.417762871215539344e-01,8.124232340803780872e-01
-2.761473923699344635e-01,1.426349516341882118e-01,8.123882678290879067e-01
-2.768369986077793277e-01,1.435078840086655982e-01,8.123573967949465624e-01
-2.776084986569912760e-01,1.443763683865266212e-01,8.123228582819616017e-01
-2.784859843843359162e-01,1.452386948595242866e-01,8.122835763311372359e-01
-2.792993247915943056e-01,1.461123797426419624e-01,8.122471650498170881e-01
-2.799479839998543218e-01,1.470064102987246879e-01,8.122181258965779360e-01
-2.804785075814469897e-01,1.479150663445191749e-01,8.121943760284094926e-01
-2.808920866616381184e-01,1.488372023532586463e-01,8.121758612384876175e-01
-2.812028665576457587e-01,1.497705850134091743e-01,8.121619483911065585e-01
-2.814805911013271156e-01,1.507085069397883781e-01,8.121495153900241126e-01
