x,y,z,nx,ny,nz
-2.736315944864045613e-01,1.190093619376421108e-01,6.769948342672907904e-01,7.671839594616396418e-01,3.332753296612264715e-01,-5.480477415188954593e-01
-2.729301656163168888e-01,1.176603737846017017e-01,6.772475580041795729e-01,7.785122963557236098e-01,3.096769794189939695e-01,-5.458771397436807948e-01
-2.718074083513873362e-01,1.154214696586132183e-01,6.776521079311146334e-01,7.921928130330709861e-01,2.858289983437289350e-01,-5.391960039582732733e-01
-2.713680820519231429e-01,1.145299275964498653e-01,6.778103983004253319e-01,8.007483363522465147e-01,2.694298851169467657e-01,-5.349856435783842956e-01
-2.713775889170138012e-01,1.132906141628821778e-01,6.771755248374503600e-01,8.040999143237796964e-01,2.375390619541653814e-01,-5.446026707786305598e-01
-2.706180890712753806e-01,1.127433621883392467e-01,6.780806255757004797e-01,8.246227587116180535e-01,2.184594223643793187e-01,-5.217976490892445307e-01
-2.692945113203832341e-01,1.068795112520456447e-01,6.785575351080224138e-01,8.563608479630804293e-01,9.710445586264199180e-02,-5.070899063429368248e-01
-2.691057075270937848e-01,1.055204378068447246e-01,6.786255579196767140e-01,8.618592658871594425e-01,6.686792479757629193e-02,-5.027198886434794955e-01
-2.691068741818502530e-01,1.009230123460292949e-01,6.786251366552148445e-01,8.644968316161196764e-01,-5.393364818016130324e-02,-4.997363201926282583e-01
-2.692580952378872960e-01,9.952393673360349080e-02,6.785706557613879752e-01,8.615285046914460398e-01,-8.085948405347678780e-02,-5.011576457707048737e-01
-2.694422457934926296e-01,9.811925083398820302e-02,6.785042947141340930e-01,8.589120578074487256e-01,-1.042972052754156248e-01,-5.013902371653358170e-01
-2.696834058209059970e-01,9.670470036566258809e-02,6.784174066886714538e-01,8.521924482475227158e-01,-1.285589013261690949e-01,-5.071100467739599882e-01
-2.704877676885943383e-01,9.335991680622102162e-02,6.781275901203189793e-01,8.271857203279997517e-01,-1.829710079298691450e-01,-5.313053682606415640e-01
-2.714606318717518452e-01,9.043436810374261281e-02,6.777770554660793589e-01,8.050813880256419974e-01,-2.357119644286984894e-01,-5.443196014106690406e-01
-2.718790738616227998e-01,8.944008439779282948e-02,6.776262878888452690e-01,7.959988342337355194e-01,-2.602071676930340915e-01,-5.465144881699873780e-01
-2.728713345474157448e-01,8.741791114211083791e-02,6.772687627225664198e-01,7.698523265322342324e-01,-3.246534137702321021e-01,-5.494793501672657898e-01
-2.750564724634041447e-01,8.423920288681985280e-02,6.764814298512383806e-01,7.238209114488693974e-01,-4.040249980341802938e-01,-5.593273541610569444e-01
-2.760188942439624205e-01,8.312886148691178700e-02,6.761346528759976104e-01,7.037599391525023451e-01,-4.256048968704033153e-01,-5.688430537538449183e-01
-2.770561320973248254e-01,8.199907034635545156e-02,6.757609273653351067e-01,6.800564843497071132e-01,-4.510925256363279012e-01,-5.779608216903249218e-01
-2.761040342697113070e-01,1.235485033690929546e-01,6.770645322246872100e-01,6.970194202700688013e-01,4.909231161863176207e-01,-5.226455986232855233e-01
-2.753028685602745829e-01,1.226524741947651043e-01,6.773507680451146262e-01,7.170131151854665097e-01,4.687334471344987707e-01,-5.159274640775031173e-01
-2.745888446261881000e-01,1.217561935633421077e-01,6.776058734130281369e-01,7.388682088712427154e-01,4.363366399846221322e-01,-5.135018077147655013e-01
-2.740528252470123549e-01,1.203841402754187717e-01,6.773200365548261992e-01,7.561806857521358172e-01,3.809935271407259849e-01,-5.311193466605186320e-01
-2.733309657939370085e-01,1.199654558300972118e-01,6.780552773496282271e-01,7.704669822065994822e-01,3.743042463353378202e-01,-5.160203101669450509e-01
-2.727922751024684511e-01,1.190696762502193584e-01,6.782477382140510436e-01,7.819985578441799312e-01,3.438170337184898728e-01,-5.198731603522552813e-01
-2.723164236873534816e-01,1.181726729124784603e-01,6.784177377529778674e-01,7.901436337746341465e-01,3.238159273991229048e-01,-5.204001183397856112e-01
-2.705829571019799373e-01,1.145991770178079738e-01,6.790370639140859144e-01,8.174556497098167673e-01,2.681076794296185506e-01,-5.097887140653136751e-01
-2.700590282606595283e-01,1.132590811327099933e-01,6.792242507952501729e-01,8.360246891086614562e-01,2.290558912884034515e-01,-4.983547693141255897e-01
-2.698724115733344697e-01,1.114291938580572738e-01,6.788195935697785011e-01,8.448069712613710536e-01,1.767006325846310344e-01,-5.046486239433910503e-01
-2.695765407738595076e-01,9.503757397333782719e-02,6.790826430768314159e-01,8.545835121884596264e-01,-1.550949781262690175e-01,-4.952003004854705348e-01
-2.699641404230680442e-01,9.390455052256585500e-02,6.787868169644297733e-01,8.427842019839038024e-01,-1.730562573958649430e-01,-5.093589359015362472e-01
-2.701280526905223134e-01,9.203946158289910695e-02,6.791995850176059113e-01,8.399069209650058543e-01,-2.031728087747828315e-01,-5.031500218858878659e-01
-2.712138511852081324e-01,8.909482449293137929e-02,6.788116641335950607e-01,8.146839031680886967e-01,-2.803506631410566108e-01,-5.073108047773319251e-01
-2.733237289660891411e-01,8.594948552548886678e-02,6.775815828085575143e-01,7.647064173047855018e-01,-3.664921785375401253e-01,-5.295756315079254151e-01
-2.757018174044865710e-01,8.225824996829034230e-02,6.772082294974370864e-01,7.109875611499434367e-01,-4.476463820271527894e-01,-5.423185452739524015e-01
-2.767429071018452924e-01,8.112586602568627736e-02,6.768362782535665145e-01,6.903327856666627849e-01,-4.645113932299608228e-01,-5.546799172435089575e-01
-2.824223360939382421e-01,1.289750983566045894e-01,6.757865199247952148e-01,5.441678387054987853e-01,6.377251767226652657e-01,-5.451494861894595756e-01
-2.787688144853653904e-01,1.267313429713249340e-01,6.770807266218079601e-01,6.187131513644636982e-01,5.812274258261989068e-01,-5.279855235892958465e-01
-2.770787512730927826e-01,1.249137212149799003e-01,6.771978815076378222e-01,6.679903080659626013e-01,5.308761831516806140e-01,-5.211562657575977697e-01
-2.761100761933035219e-01,1.244913464039564266e-01,6.780225416317123832e-01,6.934102438035152360e-01,5.216462124783926013e-01,-4.970588122096792905e-01
-2.741524899757976641e-01,1.222526555508375301e-01,6.787159934875125478e-01,7.482483776423300981e-01,4.561780373377695708e-01,-4.813579943577210307e-01
-2.728700271407684674e-01,1.204644761607051029e-01,6.791702920215532124e-01,7.791435772690478156e-01,3.966108517959857083e-01,-4.851416613627391738e-01
-2.720449212197723621e-01,1.191238140314817562e-01,6.794625667919412804e-01,7.979917311550895898e-01,3.558621450908888151e-01,-4.863859894152116059e-01
-2.706912607258629144e-01,1.164429647475481167e-01,6.799420866771104244e-01,8.163696169222369736e-01,3.058934768189188191e-01,-4.898671548551439270e-01
-2.698870182990396049e-01,1.146611062437296047e-01,6.802269744512601246e-01,8.326444180158305564e-01,2.670391838544298735e-01,-4.851735230136107746e-01
-2.693950396413151704e-01,1.133216101303696766e-01,6.804012562673420472e-01,8.499637812248458379e-01,2.254259104268937219e-01,-4.759182126264735468e-01
-2.685947216646571434e-01,1.101789151877164974e-01,6.806847511429391373e-01,8.741690938609736339e-01,1.434935128013499483e-01,-4.639375034659444785e-01
-2.683567489985022592e-01,1.069897137209773197e-01,6.803002981327578302e-01,8.810074731768562373e-01,9.548137119450052224e-02,-4.630802036853833847e-01
-2.681923620651206486e-01,1.056325131654739513e-01,6.803587910749778755e-01,8.859330950543425898e-01,6.581661902984206614e-02,-4.589123731341333001e-01
-2.681012072501668952e-01,1.042684021964669361e-01,6.803912176591195848e-01,8.885380141712935220e-01,3.355897464699639232e-02,-4.571846323487122055e-01
-2.681281427759508174e-01,1.010582962632179393e-01,6.803816094840559048e-01,8.868696336452908113e-01,-5.027404642087150710e-02,-4.590151524247567671e-01
-2.682780373445385891e-01,9.966417342424394032e-02,6.803282885543144864e-01,8.844033185113371331e-01,-7.942888343668877416e-02,-4.595426127282982720e-01
-2.684008314746957335e-01,9.796839892864228627e-02,6.804408157261306878e-01,8.847914813633397380e-01,-1.092645515989069532e-01,-4.526888329839975356e-01
-2.694332641873651846e-01,9.215640589594842336e-02,6.803877088978569354e-01,8.632263618786197856e-01,-1.997469480126790875e-01,-4.634870260963906419e-01
-2.716608915803750968e-01,8.671538472175599477e-02,6.795986074591973125e-01,8.027971915658772550e-01,-3.571771729580771604e-01,-4.774318132797770176e-01
-2.723922185805246476e-01,8.612079858779908559e-02,6.788649233604828748e-01,7.848645124486666180e-01,-3.711754958756315892e-01,-4.957414770292780104e-01
-2.729820755579139280e-01,8.462825357913972280e-02,6.791305940410974351e-01,7.726061813614040208e-01,-4.086157143706756201e-01,-4.859144847516809196e-01
-2.741423208994933081e-01,8.302127137780190846e-02,6.787195948030553261e-01,7.477358108406239046e-01,-4.347555251644452667e-01,-5.016598713371981377e-01
-2.755023571071302246e-01,8.136805087327958486e-02,6.782378166925686624e-01,7.183614090861105694e-01,-4.649934080068818809e-01,-5.174340696610181256e-01
-2.765500725510646185e-01,8.023209810256959340e-02,6.778666856753854386e-01,6.952993258280200095e-01,-4.870959896825487467e-01,-5.284849518560383874e-01
-2.777319250424930552e-01,7.906422331929208180e-02,6.774480295840468180e-01,6.781454980659981091e-01,-5.075688803786785330e-01,-5.315002494109989373e-01
-2.826632612044635007e-01,1.299282781407237186e-01,6.766808718112005128e-01,5.321457489693111054e-01,6.653512976787825384e-01,-5.235728722260647450e-01
-2.809698504265356056e-01,1.290269348397851124e-01,6.772755891892681124e-01,5.603913194673082465e-01,6.421033616243743136e-01,-5.231298520027005683e-01
-2.782927544204404913e-01,1.272260075062513485e-01,6.782157830744026672e-01,6.302796407211543883e-01,5.967688082333294508e-01,-4.966030245701128498e-01
-2.757572064949325163e-01,1.249817426875233783e-01,6.791062665140357169e-01,7.037138066086345844e-01,5.339206773650532201e-01,-4.684578006759047564e-01
-2.737670414185721657e-01,1.227438015490770473e-01,6.798052094281937796e-01,7.550111363330243019e-01,4.714896692169485704e-01,-4.556925233474956038e-01
-2.724567741378560171e-01,1.209581451117992534e-01,6.802653789020156605e-01,7.858956598248478809e-01,4.170954764092981715e-01,-4.565078043444245059e-01
-2.713827603925867971e-01,1.191722334921360149e-01,6.806425716670010395e-01,8.114796689592597145e-01,3.646782832081589265e-01,-4.566294960053722263e-01
-2.710199676859176288e-01,1.178071930631995334e-01,6.802976618845364420e-01,8.147779366209890739e-01,3.311859331879205559e-01,-4.754588387402620686e-01
-2.704810269616008678e-01,1.173865453898906841e-01,6.809592649080140614e-01,8.232812067009365187e-01,3.284421792987957667e-01,-4.629619741949738132e-01
-2.701631165140959689e-01,1.160240372270345821e-01,6.805998673451041370e-01,8.258643313374911532e-01,3.012065654748569687e-01,-4.763913835422770027e-01
-2.692441013280726936e-01,1.147186787426471843e-01,6.813936668737228253e-01,8.468258865504184607e-01,2.671234653484883537e-01,-4.599249635846187068e-01
-2.687721044827828809e-01,1.133805805444717540e-01,6.815594332004142331e-01,8.618895468762233225e-01,2.218615226629734316e-01,-4.557036864867666237e-01
-2.680202512478324639e-01,1.102403154224157467e-01,6.818234859776929335e-01,8.839446742469767582e-01,1.402069713826231412e-01,-4.460760227204759176e-01
-2.677965030718343908e-01,1.088895093277096882e-01,6.819020634465353670e-01,8.895919979529007815e-01,1.208217650894014839e-01,-4.404339175091396275e-01
-2.673679623816044848e-01,1.057346159219741955e-01,6.820525596798956425e-01,9.012065902472264911e-01,6.284734366713812248e-02,-4.288086905473725285e-01
-2.672462456972588551e-01,1.025513423234224453e-01,6.820953066238439888e-01,9.066160749615490566e-01,-1.217585230145254785e-02,-4.216100647968979986e-01
-2.672919355451766066e-01,1.011755013465881481e-01,6.820792678467715309e-01,9.060085131955118998e-01,-4.810812863468402756e-02,-4.205165656386519180e-01
-2.677477491444638646e-01,9.745840296149255177e-02,6.819191838820641838e-01,9.008013632198784704e-01,-1.193467223242482139e-01,-4.175083997857616525e-01
-2.679180445597243998e-01,9.651950314641000173e-02,6.818593767186248433e-01,8.988107552112913901e-01,-1.319091076521034800e-01,-4.180181977317901088e-01
-2.681852055253231004e-01,9.510736107826234242e-02,6.817655507152795558e-01,8.949340558265184153e-01,-1.511656899126028741e-01,-4.197538779407454790e-01
-2.684819600715581678e-01,9.368871092796327016e-02,6.816613288962284356e-01,8.889491226747464614e-01,-1.716278281454093613e-01,-4.246331898260999882e-01
-2.693859410723489223e-01,9.033363252878190419e-02,6.813438511121061580e-01,8.676876943013733801e-01,-2.504520252525104795e-01,-4.291490644600295390e-01
-2.703667081768091340e-01,8.786978885531426808e-02,6.809994054639572081e-01,8.399843739766129636e-01,-3.256631147655717484e-01,-4.340158835299735007e-01
-2.709968980049782261e-01,8.729667343199254415e-02,6.803057821287408213e-01,8.206809507568224582e-01,-3.416928507329377029e-01,-4.574584518601904071e-01
-2.714792755500138322e-01,8.583097845315934560e-02,6.806086732591707378e-01,8.080242083081753401e-01,-3.817970184379979592e-01,-4.486957939403949935e-01
-2.744415398428296515e-01,8.157674536108971974e-02,6.795683304389223967e-01,7.432955047639364654e-01,-4.635146710566944162e-01,-4.823545815195802722e-01
-2.753773035126422242e-01,8.046530500054360768e-02,6.792396911289843020e-01,7.206288277016860144e-01,-4.858088719445579073e-01,-4.946552664485133199e-01
-2.746636106428620994e-01,8.617006555199624440e-02,6.756664422070085552e-01,7.259424405211438724e-01,-3.573172946754410439e-01,-5.876494907476986773e-01
-2.787045181295793594e-01,1.248460337767998557e-01,7.300790601331862417e-01,5.903281761634597835e-01,5.631663110753498680e-01,5.780177987578225540e-01
-2.742374244079690548e-01,1.176662035534779410e-01,7.312304265415255911e-01,7.391007037962246118e-01,3.647343882291906314e-01,5.655047300997023685e-01
-2.542708706780795191e-01,8.025232642889024159e-02,7.647816115067731513e-01,4.326899976285792926e-01,4.200744368968907794e-01,7.976946993793676555e-01
