x,y,z,nx,ny,nz
-3.469252754696294794e-01,1.087222771350642853e-01,7.195435290261418260e-01,-9.292795563821951710e-01,1.349822346564080455e-01,3.438303395822898678e-01
-3.989190596804617073e-01,1.509090998772880388e-01,6.839624831413759765e-01,-5.617592048798032422e-01,-5.632009598999586641e-01,6.059961010605400267e-01
-3.449483964135861558e-01,1.160241162035962892e-01,7.203716459968292352e-01,-8.939417400866448427e-01,2.847185965617483605e-01,3.461264019152108240e-01
-3.358635842100440860e-01,1.297690236572524858e-01,7.229845177577018944e-01,-6.876383524406157743e-01,6.064189771133597917e-01,3.992612183139529480e-01
-3.353105635884020552e-01,7.512069881003111127e-02,7.222088960384109857e-01,-6.326054587509815086e-01,-6.839747017505878324e-01,3.633028226199936928e-01
-3.400392172754888032e-01,9.053371209691971067e-02,6.741178260682412215e-01,-7.752216081535094894e-01,-2.420432571301271707e-01,-5.834779515369246106e-01
-3.394009344614040136e-01,7.872029688250034574e-02,7.208343864228808906e-01,-7.329417984183921320e-01,-5.802420323485063536e-01,3.551274475836639355e-01
-3.452780341202986714e-01,8.761051125865190747e-02,7.188594683942075569e-01,-8.865042036283148352e-01,-3.415470560532655186e-01,3.121792841472265101e-01
-3.417944742194519159e-01,1.233139598373672319e-01,7.203446858146841381e-01,-8.196624382286150645e-01,4.576733930888898794e-01,3.445120500296385280e-01
-3.354417051977703901e-01,1.307856255773803544e-01,7.221648263240525445e-01,-6.851021822351441859e-01,6.311389646283985799e-01,3.637287550145522630e-01
-3.385853165724989622e-01,7.750778629174837064e-02,7.204732854647296625e-01,-7.100845386543781501e-01,-6.229564423026425768e-01,3.281847329746357955e-01
-3.483722493458547564e-01,1.012593149149518118e-01,7.172044617366315489e-01,-9.528817811019618667e-01,-2.009692606334609463e-04,3.033418382869546015e-01
-3.480051770878592743e-01,1.055327096585532975e-01,7.174811389012198948e-01,-9.510878931144431947e-01,9.132289790124273332e-02,2.951134491853067976e-01
-3.464782517598391509e-01,1.143812613193294359e-01,7.175272254811395634e-01,-9.184438796430300922e-01,2.520436722116208283e-01,3.048521399700852563e-01
-3.452656013670188928e-01,1.177751237158080888e-01,7.179310441425295064e-01,-8.959681995655806030e-01,3.234324899682927135e-01,3.043557290410716099e-01
-3.451163726440834023e-01,8.624350899871199849e-02,7.175146276913118015e-01,-8.830682846711447320e-01,-3.770663882138262091e-01,2.793051082371075244e-01
-3.486011803137457066e-01,9.820920616429060224e-02,7.158981497162070218e-01,-9.592592830011654748e-01,-8.398977880767358184e-02,2.697542307952335294e-01
-3.424759132648201310e-01,1.237746888403198076e-01,7.179193612399916713e-01,-8.351433971646536891e-01,4.633497143928831941e-01,2.963824359578605128e-01
-3.410015134201164200e-01,1.259059348706504655e-01,7.184058850185415235e-01,-8.006760537857855464e-01,5.213255882226546234e-01,2.951905959855851691e-01
-3.658820625902394763e-01,1.238308662180206132e-01,6.620291187309559344e-01,3.365235207306763732e-01,8.820887447745895393e-01,-3.296534033451179457e-01
-3.465213062268446276e-01,8.887407058890670064e-02,7.161206301339778646e-01,-9.162680531584007637e-01,-3.095738864367663656e-01,2.541984728470058075e-01
-3.483597769441549863e-01,1.086323076490661454e-01,7.150553154998440242e-01,-9.596712196526335781e-01,1.304615270417747441e-01,2.490199593051828919e-01
-3.476123619368114981e-01,1.116165408496162248e-01,7.159163311599733293e-01,-9.432123941157463110e-01,1.900377399371333820e-01,2.724629093767228505e-01
-3.363307352750105061e-01,1.315037274364730668e-01,7.189882370456430749e-01,-6.836046982100607572e-01,6.739588942325240861e-01,2.801143078637806094e-01
-3.300476462037346126e-01,7.144535673822968724e-02,7.229987341942734069e-01,-5.294269741399064699e-01,-7.676083056394048532e-01,3.612264776652794329e-01
-3.347754828855681875e-01,1.327741482857963395e-01,7.194967354653343250e-01,-6.526059123820315833e-01,6.970131440935101175e-01,2.971164756200770918e-01
-3.451419768502668184e-01,8.160625319968670133e-02,6.993899053676018163e-01,-8.593870405898432763e-01,-5.057740636318287519e-01,-7.514326998193371354e-02
-3.348309827437873643e-01,1.318438613418838334e-01,7.214058425685803133e-01,-6.636730630318499191e-01,6.657320513825012442e-01,3.410848885071998682e-01
-3.418207776420410515e-01,7.952935915481060269e-02,7.162513492398713266e-01,-7.894261288305668423e-01,-5.604040644847648744e-01,2.505068295047873095e-01
-3.489763782676033599e-01,9.815879367332666638e-02,7.143937508857731711e-01,-9.700552486089403237e-01,-9.122731619086889288e-02,2.251008472370955027e-01
-3.490869418514223610e-01,9.950037036131828549e-02,7.143577659798440171e-01,-9.724069417310946539e-01,-5.699382058842557969e-02,2.262221122877110802e-01
-3.487966260846827593e-01,1.058559996638795686e-01,7.144522750511238529e-01,-9.672560015253095500e-01,9.175434188283800030e-02,2.366367855150960098e-01
-3.476999922963364131e-01,1.132499055568477464e-01,7.143469104902696598e-01,-9.478299290300299385e-01,2.268114105947818537e-01,2.239977894063550079e-01
-3.418474146069627739e-01,1.254176548624139076e-01,7.168707356996180113e-01,-8.131364285775691814e-01,5.169460441529771799e-01,2.675367936466004903e-01
-3.354107189663840249e-01,1.326260232929488969e-01,7.183277325312000805e-01,-6.593725644039756251e-01,7.016169568051158212e-01,2.701138042286125862e-01
-3.311026946229351786e-01,7.046458093490212682e-02,7.187492601593521435e-01,-5.603400383053083189e-01,-7.795220949552373879e-01,2.799363230247256529e-01
-3.440388624037814536e-01,8.217586778145044568e-02,7.145980086419412292e-01,-8.462164000429927002e-01,-4.822760939614548215e-01,2.265558948506078696e-01
-3.464876432315076027e-01,8.750267993699520352e-02,7.142760840397210931e-01,-9.133449984123899190e-01,-3.457108298569767091e-01,2.151393408809092744e-01
-3.469511305346698604e-01,8.837523698847501996e-02,7.136634552401470710e-01,-9.255966432920544884e-01,-3.196238779378789419e-01,2.027595388099737717e-01
-3.485020557946819642e-01,9.368109531741350415e-02,7.131657664665447260e-01,-9.597870846970788516e-01,-1.994223005535888382e-01,1.975841544522144999e-01
-3.492716400508280028e-01,9.811706110875814679e-02,7.129187999280325316e-01,-9.778271816110005732e-01,-9.238185530509138155e-02,1.879350837738300306e-01
-3.763628375498295764e-01,1.310615354780456376e-01,6.532356344852738861e-01,-6.078016796385111720e-01,-6.170827985067571797e-01,-4.997858921735122695e-01
-3.493854243253585179e-01,9.945656001608579877e-02,7.128822904239471292e-01,-9.805316265144151666e-01,-5.161636445729377715e-02,1.894557476700227117e-01
-3.291274606459155261e-01,1.056042128805419755e-01,6.632014840989028936e-01,5.344548387121991206e-01,7.900289281182869550e-01,-3.003536550691328633e-01
-3.494168310777988617e-01,1.026070827249786210e-01,7.128722105565875600e-01,-9.811723233969859015e-01,2.355077751082974499e-02,1.916930689367660479e-01
-3.493182680794824080e-01,1.039714274559518647e-01,7.129038410747978727e-01,-9.781935037929736509e-01,5.798599883994193932e-02,1.994369400982675122e-01
-3.470140545595210013e-01,1.147300677005550218e-01,7.154953054147369373e-01,-9.308055135982715722e-01,2.638783502537511150e-01,2.529215532974926073e-01
-3.484839949481929877e-01,8.998398684005945447e-02,6.975633648598487113e-01,-9.540363899319013186e-01,-2.778356692083723822e-01,-1.123472634345889509e-01
-3.280416292244559551e-01,9.609159842174261335e-02,6.456494561596319848e-01,-5.618142370667369434e-01,-7.815828164071033646e-01,2.710960422548817639e-01
-3.378278928171492002e-01,1.311513820294639421e-01,7.156378925317288253e-01,-7.113829299762798319e-01,6.666606211711286756e-01,2.224813320665083582e-01
-3.306372801587617039e-01,6.951362561475246671e-02,7.169490291040518937e-01,-5.698901032665844024e-01,-7.874578687919330244e-01,2.348092312420203831e-01
-3.438811033232977987e-01,8.126059934537618878e-02,7.127791116061428234e-01,-8.322205422451416368e-01,-5.248866143325083833e-01,1.786141404249929343e-01
-3.448625456899099828e-01,8.304002616595237973e-02,7.129360566550047018e-01,-8.695465988278251457e-01,-4.565884703159086566e-01,1.881905450375758182e-01
-3.480419579358186022e-01,9.054559763561695340e-02,7.114690299295924891e-01,-9.484621052017100373e-01,-2.654710403483594439e-01,1.730455481447006894e-01
-3.494989095021212577e-01,9.808272138278692487e-02,7.114692113211136260e-01,-9.814397391684407390e-01,-9.991658369657346883e-02,1.636848028480001049e-01
-4.133908311469937091e-01,1.615108672161003900e-01,6.555604179978495871e-01,-5.521385597507209031e-01,-7.612108943632504010e-01,-3.401484751385784877e-01
-3.298823147706493875e-01,6.760199173394351724e-02,7.084121731799135624e-01,-5.767128444062772363e-01,-8.141194438422538759e-01,6.791042817417887456e-02
-3.228959878701265773e-01,6.374746575992315534e-02,6.945640919884615849e-01,-3.871810790595701102e-01,-9.061474697986199311e-01,-1.702573786824699009e-01
-3.468033100740497421e-01,1.174558290843269182e-01,7.123220413997464195e-01,-9.275189499426744755e-01,3.393502083063947850e-01,1.566845034444852569e-01
-3.480488773285044246e-01,8.911014922003954175e-02,6.963065198601472439e-01,-9.462623944989512204e-01,-2.967234750541875576e-01,-1.286182728420743326e-01
-3.382790878711197102e-01,1.310440340642234636e-01,7.145429419427098416e-01,-7.237032308183998230e-01,6.640699811543231412e-01,1.877889608914933284e-01
-4.053125226426474992e-01,1.530685687069198442e-01,6.629831059296804607e-01,-5.659194972312587835e-01,-7.798520878507466669e-01,-2.675179316015107167e-01
-3.471203284321061622e-01,8.646892119239776853e-02,6.965527452210094062e-01,-9.253750550668410346e-01,-3.601636778753898316e-01,-1.181656997580659979e-01
-3.540342089653483182e-01,1.189862044159671617e-01,6.441084842017889001e-01,-4.634336123058162005e-01,-7.904285407497547711e-01,-4.005646127073579921e-01
-3.404489519147870236e-01,1.176827318597933603e-01,6.786911583712128548e-01,-7.908813284437721247e-01,3.938651891888652612e-01,-4.683769177321120414e-01
-3.554112844841297303e-01,1.234188733253976655e-01,6.694677819404367680e-01,4.047458786361448624e-01,7.780800523014064218e-01,-4.803875580587985139e-01
-3.322643618559742995e-01,7.044304293621092561e-02,7.159523394419501363e-01,-5.890227558534182339e-01,-7.842387135454127467e-01,1.949918799937073732e-01
-3.549286566584433089e-01,1.181491987411281419e-01,6.607185130757559088e-01,3.920342560785376462e-01,8.459396061674013811e-01,-3.615180836117187213e-01
-3.358446200403876758e-01,7.289290551757821035e-02,7.146702140314947771e-01,-6.261029999815528324e-01,-7.612890643173272354e-01,1.686238238356252139e-01
-3.451564918890008271e-01,8.301775544922559980e-02,7.114471962881444567e-01,-8.733340315181284952e-01,-4.607244263591194766e-01,1.581792412055160468e-01
-3.458539931700899683e-01,8.449712100169072537e-02,7.115390818317376409e-01,-8.971076306567630221e-01,-4.080719258566967156e-01,1.693375396804138455e-01
-3.494257916826538635e-01,9.673458562273293260e-02,7.108043421970935416e-01,-9.801777738247808847e-01,-1.287651617485859878e-01,1.505691363452585918e-01
-3.494309091166044601e-01,1.070922884721657586e-01,7.108028109627256841e-01,-9.824197556223821515e-01,1.084746715809123269e-01,1.519363991552784288e-01
-3.493563667417991514e-01,1.084476692233583284e-01,7.101375187776748366e-01,-9.815523176937458461e-01,1.409048327903950903e-01,1.292318680757441329e-01
-3.422177782620186015e-01,1.265259144459268403e-01,7.128334066480013220e-01,-8.204782397454716270e-01,5.460468331616741278e-01,1.692581286032650290e-01
-3.415933434020024806e-01,1.271203757826587510e-01,7.137345458482935445e-01,-8.057677574983977964e-01,5.603223874900667978e-01,1.917736766436794471e-01
-3.406430793138107704e-01,1.286836305264732194e-01,7.128546428373214727e-01,-7.794840946793740732e-01,6.055807025870431071e-01,1.602390676335206376e-01
-3.791226921984514053e-01,1.373105559750498195e-01,6.496261406298148300e-01,-5.389647020591933346e-01,-4.710463480205227538e-01,-6.983068007335840877e-01
-3.415178637137697426e-01,7.768147733103245023e-02,7.116408842711641203e-01,-7.549835680784994230e-01,-6.381506371494909402e-01,1.508760293656893625e-01
-3.443231924568242452e-01,8.153837127030898191e-02,7.113961390353786829e-01,-8.394638084641380393e-01,-5.204060956924849712e-01,1.564544976821982958e-01
-3.498664504787810658e-01,9.937872380058973554e-02,7.095206578809771791e-01,-9.910856792059598019e-01,-5.130349868638729716e-02,1.229517283139898026e-01
-3.499389417912628364e-01,1.011685357991954637e-01,7.094981523227127385e-01,-9.925903080149658386e-01,-1.353966543124128681e-02,1.207524653775877144e-01
-3.442675762965732855e-01,1.161514671150943590e-01,7.220080941376451067e-01,-8.779133236929760331e-01,2.947769276595501586e-01,3.773257995445688517e-01
-3.463587829550517361e-01,1.191055855345329595e-01,7.108408328681794508e-01,-9.196136125604327249e-01,3.757373445493172870e-01,1.145960361643368203e-01
-3.425735450208734489e-01,1.264376343790790391e-01,7.113148686954149369e-01,-8.291561826609403774e-01,5.432346672157229994e-01,1.318943557934153521e-01
-3.342912185713491358e-01,7.135253507684677365e-02,7.129101877956183220e-01,-6.017613293258380347e-01,-7.883118416956818031e-01,1.282487534846350752e-01
-4.064115804858278724e-01,1.520382338766357311e-01,6.727749551979687048e-01,-7.217178142223051873e-01,-6.879514802182600253e-01,7.646016936734298386e-02
-3.281970015629857573e-01,9.992652028839796308e-02,6.527965570622455971e-01,4.510749212894324955e-01,7.798792379715528966e-01,-4.339582809034091548e-01
-3.447320056627131701e-01,8.181720676562199979e-02,7.100276160008546222e-01,-8.578228677842517635e-01,-4.970982801901001058e-01,1.305114069284624145e-01
-3.299335586187915892e-01,9.781075656454771283e-02,6.468960971738342280e-01,-5.699094373087680854e-01,-7.772928887929951847e-01,2.664938991764044807e-01
-3.456812235695244651e-01,8.358940062464287335e-02,7.099684423448249238e-01,-8.844881386590104366e-01,-4.464238915491109960e-01,1.355966136216789908e-01
-3.497246412142276384e-01,9.668959785293548825e-02,7.086486669600050581e-01,-9.860628202141704657e-01,-1.248410062278146326e-01,1.099765327481433547e-01
-3.978439500280853136e-01,1.473577433828613115e-01,6.598681236051724408e-01,-6.469353981655598940e-01,-6.123221332958266316e-01,-4.544625349535607595e-01
-3.497364791173072085e-01,1.070315839354297471e-01,7.086450085259572429e-01,-9.886662554865014441e-01,1.158250019087636862e-01,9.551755961672539486e-02
-3.458402293863127031e-01,1.206240009768904248e-01,7.096876187402202385e-01,-9.111853514374982366e-01,4.015623928252058938e-01,9.213522667372131547e-02
-3.181056070448652351e-01,7.455511685501545194e-02,6.697834878118922308e-01,-2.159787972280123869e-01,-6.554357296875206185e-01,-7.237106903984000805e-01
-3.482735804119163059e-01,9.234277779277175191e-02,7.127783878985778365e-01,-9.537477753695956517e-01,-2.330616328980713581e-01,1.898616766186160543e-01
-3.428716787126155352e-01,8.214135669212549451e-02,6.874563255708285858e-01,-8.027926443398528678e-01,-5.208192076823128236e-01,-2.902952343787171818e-01
-3.473099740109112377e-01,1.173282863203784776e-01,7.084677384580255755e-01,-9.357437795081030574e-01,3.451805668400069749e-01,7.234608066717956865e-02
-3.465044980226228422e-01,1.192831640694639039e-01,7.087128415208010512e-01,-9.217039202021182209e-01,3.809928381036549738e-01,7.284463465327666032e-02
-3.877201418735101157e-01,1.373629608754417253e-01,6.620248127266994409e-01,-6.821370798082262432e-01,-6.640699331183227416e-01,-3.061047668347094963e-01
-3.345684398279000771e-01,7.134537949267535928e-02,7.113839382253553945e-01,-6.031416867521990355e-01,-7.900542748576651064e-01,1.097011781196591818e-01
-3.392101700537489273e-01,7.497690632980077985e-02,7.099854923631079284e-01,-6.833711167437532819e-01,-7.205349203296403937e-01,1.176152430000227261e-01
-3.427284984800417211e-01,7.854538705240696195e-02,7.084572886213476028e-01,-7.735259288932350152e-01,-6.240223326647950097e-01,1.106967283412010478e-01
-4.122483224021690762e-01,1.567857490484020067e-01,6.677493836751072775e-01,-6.035041992924633503e-01,-7.954422552548848779e-01,-5.526572166709591005e-02
-3.705633229722166133e-01,1.313421913985511613e-01,6.454279801788245230e-01,-6.429250969622285483e-01,-2.697299193113066873e-01,-7.168633693559917086e-01
-3.110409913036068508e-01,9.832563824992388013e-02,6.658694590479434794e-01,-3.730508048108343577e-01,-1.743772610750356222e-02,-9.276470356435083664e-01
-3.284582680475539029e-01,9.797868520062177899e-02,6.499015094791463776e-01,4.837421898324974490e-01,7.722452599278657459e-01,-4.118625405338570689e-01
-3.499439928347602979e-01,9.680313104183485562e-02,7.065992044089035584e-01,-9.909480352342291409e-01,-1.130386195455274634e-01,7.241727664488785410e-02
-3.483039918651149591e-01,1.144387872521182847e-01,7.072456688396429048e-01,-9.611558489839565622e-01,2.712294034625114536e-01,5.112772888853801823e-02
-3.497911319861555790e-01,1.056812216159304929e-01,7.093152724989661984e-01,-9.898899638933790213e-01,8.363317125026391297e-02,1.145571999037540839e-01
-3.221506079831377711e-01,6.374459757743164423e-02,6.932574639370898684e-01,-3.624550187066420404e-01,-9.086766896961618878e-01,-2.072028788824928358e-01
-3.383593174400602033e-01,1.318950915340682817e-01,7.097670151967370167e-01,-7.321417229973403717e-01,6.746198284000101131e-01,9.410942873074240600e-02
-3.371257599398052029e-01,1.330927127603790117e-01,7.101367961852215194e-01,-6.960968740335419236e-01,7.106895336855622025e-01,1.018308826954238827e-01
-3.264126218220725351e-01,6.569339764636236700e-02,7.128558335289325587e-01,-5.147240420348674350e-01,-8.478649575405979855e-01,1.272170363039785701e-01
-3.488240589503341926e-01,1.121144612882634950e-01,7.084660524089680944e-01,-9.703190961347702981e-01,2.291880103786530509e-01,7.716027199846313411e-02
-3.382423997013420114e-01,1.250584946576854539e-01,6.833605554503413559e-01,-7.072146334891837860e-01,5.842184756216863839e-01,-3.981660896171752007e-01
-3.288378902230076339e-01,9.597707554738729718e-02,6.393969726484481919e-01,-8.205154384389364841e-01,-5.560162592619264377e-01,-1.326662531306811998e-01
-3.258712018324970150e-01,1.050734744970104051e-01,6.665854702971284462e-01,-5.806083457658600677e-01,-8.131035096614748214e-01,-4.191218681032041898e-02
-3.729263081503998989e-01,1.272452996675273729e-01,6.550847633999691277e-01,-4.867729299830179657e-01,-8.000279041267945868e-01,-3.507242039754830398e-01
-3.501702489385207784e-01,9.841671414714067700e-02,7.053131037487450072e-01,-9.960394951807240993e-01,-7.453318547913723169e-02,4.847812189494039858e-02
-3.722409668125511994e-01,1.354966947440406633e-01,6.469018583990034932e-01,-5.941192818703051604e-01,-2.836500868898848560e-01,-7.527050598456703767e-01
-3.429826081770097623e-01,8.317002017091720822e-02,7.191613836779018332e-01,-8.256856756173023282e-01,-4.533255114434392441e-01,3.357665048139007458e-01
-3.502464864071794803e-01,1.011037576575180841e-01,7.057471027873862823e-01,-9.990723692827425673e-01,-1.133474202927207356e-03,4.304783585731773721e-02
-3.356161203316643249e-01,1.070946177099248720e-01,6.589611614149069041e-01,4.494990848853134269e-01,7.865867865299388528e-01,-4.233577682572626788e-01
-3.500972898985851289e-01,1.047088039670488191e-01,7.053347537684481194e-01,-9.972634567109381898e-01,6.861179232825695418e-02,2.753216051193168798e-02
-3.404922606892359926e-01,1.295841933790942979e-01,7.086564381742128660e-01,-7.715158353338698038e-01,6.323475943289679213e-01,6.999882695765843876e-02
-3.881299247847596057e-01,1.371242725853225597e-01,6.636043676770889688e-01,-6.710021075587088157e-01,-7.114367684985204443e-01,-2.088394026043782492e-01
-3.468628706738776102e-01,1.011608468000194383e-01,7.211123768587784921e-01,-9.191544011565082606e-01,-1.158954774364845917e-02,3.937268967415338827e-01
-3.395795228392982645e-01,1.306946167353889299e-01,7.084559157948074892e-01,-7.502896148068521898e-01,6.577828310102775689e-01,6.623625246864438265e-02
-3.416667468346448189e-01,7.720372499317933179e-02,7.078368906312872966e-01,-7.428744650639266256e-01,-6.630408557312216233e-01,9.227325065908371926e-02
-3.473184731453287100e-01,8.604379944544046643e-02,7.056986179736658427e-01,-9.230820979889681199e-01,-3.784935100544694619e-01,6.827959591951655860e-02
-3.426407198519464403e-01,8.761649221222608808e-02,6.805600547284221813e-01,-8.250341154832314672e-01,-3.703297165148828340e-01,-4.268191764140976119e-01
-3.487288105599239407e-01,1.129984875772497011e-01,7.052821802114225269e-01,-9.680179819270204877e-01,2.500047238270026728e-01,2.094814383478041386e-02
-3.473537673427423700e-01,1.175904300316275158e-01,7.055344475784777192e-01,-9.399816127072898597e-01,3.399234749272940781e-01,2.977581175309551229e-02
-3.374027286854816010e-01,1.330131778125068498e-01,7.086262481326590645e-01,-7.024325463043447071e-01,7.091076025405805838e-01,6.127745026961144842e-02
-3.342946663731660717e-01,7.087460815481602672e-02,7.090626125712531369e-01,-5.967654843114671426e-01,-7.980852914468362647e-01,8.325157242189734630e-02
-3.493278908749009037e-01,9.220104679506033185e-02,7.041899022976108036e-01,-9.773966892351986235e-01,-2.084873861478981627e-01,3.505312666923996595e-02
-3.159183050066057818e-01,9.068508461158483747e-02,6.167728612872640515e-01,-6.045729844046960899e-01,-2.458962551467889224e-01,-7.576453908213159893e-01
-3.502755890908165193e-01,9.974080897908418897e-02,7.039129294631910616e-01,-9.995867297521553452e-01,-2.670496668690598707e-02,1.064022827023472680e-02
-3.502983170519365919e-01,1.010834781084558320e-01,7.039062918220894138e-01,-9.998586403918440224e-01,-8.008809430782352912e-03,1.478371419077535026e-02
-3.354116788298502350e-01,1.076003165547153306e-01,6.603969876835638075e-01,4.619778520391572552e-01,7.872838823893862914e-01,-4.083632607803761028e-01
-3.894926171143884841e-01,1.463677884642383409e-01,6.519604086845948165e-01,-4.851847013966711919e-01,-5.031033551171741891e-01,-7.151802707013564797e-01
-3.872694566114890380e-01,1.449934282902976823e-01,6.863056465256693883e-01,4.001548999786875838e-01,5.907044898121137644e-01,-7.006741480451930126e-01
-3.497284757120402432e-01,1.083457685638567758e-01,7.047585052438909425e-01,-9.872960912904753528e-01,1.588571804300239199e-01,3.290037746278559778e-03
-3.491070220414990155e-01,1.115789638463756395e-01,7.042544344375940568e-01,-9.761144396117751310e-01,2.172562730428635458e-01,5.591108252600342785e-04
-3.487584284252174815e-01,1.129797139767906022e-01,7.038978253976184707e-01,-9.683011680900162066e-01,2.497851404078827720e-01,4.811516646054076829e-04
-3.459881475637677783e-01,1.208496654037734819e-01,7.053199443401961810e-01,-9.087479436223878659e-01,4.169378561361576918e-01,1.843906403986522377e-02
-3.406760266551679961e-01,1.295210124556323839e-01,7.067182752220257935e-01,-7.799174429267924369e-01,6.250336253315909030e-01,3.258449667222148433e-02
-3.397114593994862153e-01,1.306477265064021898e-01,7.070001640888130545e-01,-7.613748923666278090e-01,6.471150597329580201e-01,3.937477289478555353e-02
-3.376328949494560305e-01,1.329437309507629228e-01,7.071322983954954067e-01,-7.009450645081639619e-01,7.123323225256198432e-01,3.547786389993057288e-02
-3.968763869625738239e-01,1.566497573260566545e-01,6.899087370787087004e-01,-5.071842479141875915e-01,-5.683884688512839123e-01,6.478415602171666565e-01
-3.456060197269132384e-01,1.159006619457504106e-01,7.187492517340628995e-01,-9.052275438921545403e-01,2.786637307339423497e-01,3.207952913501352921e-01
-4.002832390240800287e-01,1.580545009676715684e-01,6.889182817589369900e-01,-5.201901577624148398e-01,-5.686605787338882001e-01,6.372027510621353086e-01
-3.268474011911786103e-01,6.569246824464056167e-02,7.097767503706458037e-01,-5.271561742050081545e-01,-8.454745744067971858e-01,8.531771228288065334e-02
-3.462017641229583331e-01,8.338516080792754415e-02,7.041790014601561065e-01,-8.904874241421166792e-01,-4.529774036894892997e-01,4.293738687283443073e-02
-3.474438938594049953e-01,8.602705286856501821e-02,7.038197488617814468e-01,-9.260177753855060034e-01,-3.764707721819408048e-01,2.758328049401910856e-02
-3.432925968702124075e-01,8.757602252106874707e-02,6.818084451981785143e-01,-8.359532503103743739e-01,-3.579306892390332617e-01,-4.160141644179813358e-01
-4.028880168078265989e-01,1.600622908775111986e-01,6.881610073459689669e-01,-5.387431252313890084e-01,-5.872638992301126848e-01,6.040504595453590753e-01
